sample_index,file_id,velocity_l2,acceleration_l2,activity_count,nothing,walk,rotation,jump,wave,lie_down,pick_up,sit_down,stand_up,environment,model
43,act_202_45,5.263541221618652,8.926637649536133,0,0,0,0,0,0,0,0,0,0,classroom,baseline
44,act_27_47,13.339397430419922,21.190082550048828,2,0,1,0,1,0,0,0,0,0,classroom,baseline
45,act_34_87,14.711186408996582,23.082931518554688,2,0,0,0,0,0,1,1,0,0,classroom,baseline
46,act_31_24,14.791340827941895,21.261188507080078,4,0,0,0,0,0,1,1,1,1,classroom,baseline
47,act_35_77,9.85476016998291,14.031344413757324,2,0,0,0,0,1,1,0,0,0,classroom,baseline
48,act_22_59,13.131614685058594,18.947952270507812,1,0,0,0,0,0,1,0,0,0,classroom,baseline
49,act_30_57,15.561036109924316,23.07093048095703,2,0,0,1,0,1,0,0,0,0,classroom,baseline
50,act_31_97,17.90382194519043,31.379871368408203,1,0,0,0,0,0,0,1,0,0,classroom,baseline
51,act_19_87,12.592048645019531,16.005430221557617,1,0,0,0,0,0,1,0,0,0,classroom,baseline
52,act_24_27,9.140342712402344,12.375211715698242,1,0,0,0,0,0,0,0,0,1,classroom,baseline
53,act_34_70,14.510554313659668,23.28893280029297,2,0,0,0,0,0,0,1,1,0,classroom,baseline
54,act_202_66,5.398044109344482,8.590124130249023,0,0,0,0,0,0,0,0,0,0,classroom,baseline
55,act_25_18,15.885089874267578,22.95153045654297,2,1,0,0,0,0,0,0,0,1,classroom,baseline
56,act_24_90,11.772984504699707,15.809974670410156,1,0,0,0,0,0,0,0,0,1,classroom,baseline
57,act_23_83,8.424912452697754,13.654287338256836,1,0,0,1,0,0,0,0,0,0,classroom,baseline
58,act_26_18,6.8914570808410645,8.875982284545898,2,0,1,1,0,0,0,0,0,0,classroom,baseline
59,act_30_15,15.905720710754395,24.783306121826172,3,1,0,0,0,0,1,1,0,0,classroom,baseline
60,act_25_32,12.189064025878906,22.91883087158203,2,0,0,0,0,1,1,0,0,0,classroom,baseline
61,act_21_66,16.19307518005371,31.213653564453125,1,0,0,1,0,0,0,0,0,0,classroom,baseline
62,act_20_74,10.930617332458496,14.329177856445312,1,0,1,0,0,0,0,0,0,0,classroom,baseline
63,act_33_38,12.393181800842285,19.97038459777832,4,0,1,1,1,0,1,0,0,0,classroom,baseline
64,act_35_46,10.35387134552002,14.23884391784668,3,1,1,1,0,0,0,0,0,0,classroom,baseline
65,act_20_31,11.558575630187988,17.85442352294922,1,0,0,0,0,1,0,0,0,0,classroom,baseline
66,act_22_36,9.091925621032715,13.812414169311523,1,0,0,1,0,0,0,0,0,0,classroom,baseline
67,act_28_44,17.039701461791992,26.186065673828125,3,1,0,0,0,0,0,0,1,1,classroom,baseline
68,act_27_67,10.626078605651855,15.740951538085938,2,0,0,0,1,1,0,0,0,0,classroom,baseline
69,act_27_1,11.782516479492188,16.38286781311035,2,1,0,0,0,1,0,0,0,0,classroom,baseline
70,act_33_2,11.803698539733887,16.884761810302734,4,0,1,1,1,0,1,0,0,0,classroom,baseline
71,act_22_53,12.55247974395752,18.471561431884766,1,0,0,0,0,0,0,0,0,1,classroom,baseline
72,act_20_93,10.254939079284668,14.569503784179688,1,0,0,1,0,0,0,0,0,0,classroom,baseline
73,act_19_22,12.456432342529297,20.279199600219727,1,0,0,0,1,0,0,0,0,0,classroom,baseline
74,act_36_36,11.316391944885254,17.690969467163086,5,1,1,1,1,0,0,0,0,1,classroom,baseline
75,act_21_99,15.854195594787598,25.922588348388672,1,0,0,0,0,0,0,0,0,1,classroom,baseline
76,act_27_21,12.825814247131348,22.210439682006836,2,0,0,1,0,0,0,1,0,0,classroom,baseline
77,act_25_89,17.02741050720215,23.48096466064453,1,0,0,0,0,0,0,0,1,0,classroom,baseline
78,act_25_77,14.649968147277832,22.246166229248047,1,0,0,0,0,1,0,0,0,0,classroom,baseline
79,act_32_93,12.639549255371094,19.343936920166016,1,0,0,1,0,0,0,0,0,0,classroom,baseline
80,act_36_52,15.780095100402832,24.147079467773438,3,0,0,0,0,0,0,1,1,1,classroom,baseline
81,act_21_85,8.551379203796387,12.504779815673828,1,0,0,0,1,0,0,0,0,0,classroom,baseline
82,act_33_57,10.460318565368652,14.357778549194336,3,0,0,1,1,1,0,0,0,0,classroom,baseline
83,act_33_34,15.677857398986816,24.314407348632812,4,0,1,0,0,0,0,1,1,1,classroom,baseline
84,act_31_54,16.64693260192871,22.084760665893555,2,1,0,0,0,0,0,0,0,1,classroom,baseline
85,act_26_19,9.635224342346191,12.958839416503906,2,0,0,1,1,0,0,0,0,0,classroom,baseline
86,act_27_19,10.503741264343262,17.062274932861328,2,1,0,0,0,1,0,0,0,0,classroom,baseline
87,act_29_89,15.478930473327637,23.976425170898438,1,0,0,0,0,0,0,0,1,0,classroom,baseline
88,act_31_18,11.379817008972168,17.613018035888672,4,1,1,1,0,0,0,0,0,1,classroom,baseline
89,act_31_12,10.49616527557373,14.379146575927734,4,0,0,1,1,1,1,0,0,0,classroom,baseline
90,act_25_54,14.400520324707031,19.20363426208496,1,0,0,0,0,0,0,0,0,1,classroom,baseline
91,act_22_51,13.164237976074219,20.809772491455078,1,0,0,0,0,0,0,1,0,0,classroom,baseline
92,act_31_47,12.607410430908203,18.442886352539062,2,0,1,1,0,0,0,0,0,0,classroom,baseline
93,act_29_79,10.026931762695312,15.563091278076172,2,0,0,0,0,0,0,1,1,0,classroom,baseline
94,act_28_12,12.454262733459473,17.747480392456055,3,0,0,1,1,1,0,0,0,0,classroom,baseline
95,act_20_83,12.512408256530762,21.482847213745117,1,0,1,0,0,0,0,0,0,0,classroom,baseline
96,act_21_24,14.468432426452637,19.26322364807129,1,0,0,0,0,0,0,0,1,0,classroom,baseline
97,act_19_62,12.51980972290039,17.21352767944336,1,0,0,0,0,0,0,0,1,0,classroom,baseline
98,act_24_46,11.21595287322998,15.935306549072266,1,1,0,0,0,0,0,0,0,0,classroom,baseline
99,act_19_45,17.356658935546875,28.242938995361328,1,0,0,0,0,0,0,0,0,1,classroom,baseline
100,act_27_85,9.490942001342773,14.71495246887207,2,0,0,0,1,1,0,0,0,0,classroom,baseline
101,act_35_5,14.695686340332031,24.52842903137207,5,0,0,0,0,1,1,1,1,1,classroom,baseline
102,act_22_63,8.478570938110352,10.695928573608398,1,1,0,0,0,0,0,0,0,0,classroom,baseline
103,act_202_83,5.3124542236328125,8.73870849609375,0,0,0,0,0,0,0,0,0,0,classroom,baseline
104,act_21_8,8.035385131835938,13.037973403930664,1,1,0,0,0,0,0,0,0,0,classroom,baseline
105,act_31_98,17.29201316833496,27.793304443359375,1,0,0,0,0,0,0,0,1,0,classroom,baseline
106,act_29_80,14.036705017089844,21.05272674560547,2,0,0,0,0,0,0,0,1,1,classroom,baseline
107,act_29_46,11.87097454071045,19.517902374267578,2,1,1,0,0,0,0,0,0,0,classroom,baseline
108,act_32_19,9.913178443908691,14.569289207458496,4,1,1,0,1,1,0,0,0,0,classroom,baseline
109,act_22_52,13.634078025817871,22.496612548828125,1,0,0,0,0,0,0,0,1,0,classroom,baseline
110,act_26_45,10.297513008117676,13.373909950256348,2,0,1,1,0,0,0,0,0,0,classroom,baseline
111,act_202_18,5.818475246429443,8.619860649108887,0,0,0,0,0,0,0,0,0,0,classroom,baseline
112,act_27_95,9.055480003356934,14.430946350097656,1,0,0,0,0,1,0,0,0,0,classroom,baseline
113,act_30_8,16.8349666595459,25.715118408203125,3,0,0,1,0,0,0,0,1,1,classroom,baseline
114,act_33_54,15.742401123046875,21.15672492980957,3,1,1,0,0,0,0,0,0,1,classroom,baseline
115,act_27_11,11.343330383300781,17.742687225341797,2,0,1,0,0,0,1,0,0,0,classroom,baseline
116,act_36_10,9.582846641540527,15.629892349243164,5,1,1,1,1,1,0,0,0,0,classroom,baseline
117,act_25_10,10.340947151184082,17.639297485351562,2,1,1,0,0,0,0,0,0,0,classroom,baseline
118,act_29_48,11.08517074584961,16.66718864440918,2,0,0,1,1,0,0,0,0,0,classroom,baseline
119,act_26_50,16.26152992248535,25.879390716552734,1,0,0,0,0,0,1,0,0,0,classroom,baseline
120,act_22_6,12.255887031555176,17.023880004882812,1,0,0,0,0,0,0,0,0,1,classroom,baseline
121,act_31_34,17.387712478637695,25.085834503173828,4,1,0,0,0,0,0,1,1,1,classroom,baseline
122,act_21_13,13.68812084197998,21.487932205200195,1,0,0,0,0,0,1,0,0,0,classroom,baseline
123,act_33_52,16.070051193237305,27.992382049560547,3,0,0,0,0,0,0,1,1,1,classroom,baseline
124,act_29_98,15.5382080078125,23.39585304260254,1,0,0,0,0,0,0,0,1,0,classroom,baseline
125,act_22_21,12.483580589294434,19.614337921142578,1,0,0,0,0,0,1,0,0,0,classroom,baseline
126,act_26_2,10.319541931152344,17.18852996826172,2,0,0,0,1,1,0,0,0,0,classroom,baseline
127,act_29_4,7.47407341003418,12.474162101745605,3,0,0,0,1,1,0,1,0,0,classroom,baseline
128,act_34_4,17.025075912475586,24.70316505432129,5,0,0,0,1,1,1,1,1,0,classroom,baseline
129,act_26_93,11.580584526062012,20.18643569946289,1,0,0,1,0,0,0,0,0,0,classroom,baseline
130,act_29_47,8.1278076171875,9.995473861694336,2,0,1,1,0,0,0,0,0,0,classroom,baseline
131,act_28_35,13.812941551208496,18.236011505126953,3,1,0,0,0,0,0,0,1,1,classroom,baseline
132,act_23_58,14.857510566711426,21.125595092773438,1,0,0,0,0,0,1,0,0,0,classroom,baseline
133,act_20_56,11.554718971252441,12.857789993286133,1,0,1,0,0,0,0,0,0,0,classroom,baseline
134,act_21_49,9.643501281738281,14.715694427490234,1,0,0,0,0,1,0,0,0,0,classroom,baseline
135,act_22_50,13.732940673828125,21.101871490478516,1,0,0,0,0,0,1,0,0,0,classroom,baseline
136,act_21_87,11.402405738830566,15.391796112060547,1,0,0,0,0,0,1,0,0,0,classroom,baseline
137,act_21_78,13.9447660446167,22.23529815673828,1,0,0,0,0,0,1,0,0,0,classroom,baseline
138,act_34_45,9.966079711914062,15.255573272705078,5,1,1,1,1,0,0,0,0,1,classroom,baseline
139,act_24_66,10.246253967285156,16.594497680664062,1,0,0,1,0,0,0,0,0,0,classroom,baseline
140,act_30_92,10.08800220489502,14.092960357666016,1,0,1,0,0,0,0,0,0,0,classroom,baseline
141,act_34_10,15.409817695617676,25.725933074951172,5,1,1,1,1,1,0,0,0,0,classroom,baseline
142,act_32_14,9.165717124938965,11.551697731018066,4,0,0,0,0,1,1,0,1,1,classroom,baseline
143,act_29_43,16.112892150878906,24.257509231567383,3,1,0,0,0,0,0,1,1,0,classroom,baseline
144,act_35_21,11.051498413085938,17.539684295654297,5,0,0,1,1,1,1,1,0,0,classroom,baseline
145,act_30_5,15.789544105529785,22.928543090820312,3,0,0,0,0,1,1,0,0,1,classroom,baseline
146,act_19_99,14.928767204284668,20.673385620117188,1,0,0,0,0,0,0,0,0,1,classroom,baseline
147,act_36_46,8.952519416809082,13.080999374389648,3,1,1,1,0,0,0,0,0,0,classroom,baseline
148,act_34_97,19.77630043029785,37.98079299926758,1,0,0,0,0,0,0,1,0,0,classroom,baseline
149,act_30_69,13.609400749206543,17.800411224365234,2,0,0,0,0,0,1,1,0,0,classroom,baseline
150,act_30_36,12.045234680175781,18.259166717529297,3,1,0,0,1,0,0,0,0,1,classroom,baseline
151,act_35_32,11.782782554626465,19.585067749023438,5,0,0,0,0,1,1,1,1,1,classroom,baseline
152,act_32_44,14.216984748840332,22.653942108154297,4,0,1,1,0,0,0,0,1,1,classroom,baseline
153,act_24_59,9.060688972473145,15.175628662109375,1,0,0,0,0,1,0,0,0,0,classroom,baseline
154,act_28_94,15.93002700805664,22.215023040771484,1,0,0,0,1,0,0,0,0,0,classroom,baseline
155,act_31_44,16.000572204589844,23.324573516845703,4,1,1,0,0,0,0,0,1,1,classroom,baseline
156,act_19_98,14.783595085144043,23.57388687133789,1,0,0,0,0,0,0,0,1,0,classroom,baseline
157,act_34_92,10.773980140686035,13.393491744995117,1,0,1,0,0,0,0,0,0,0,classroom,baseline
158,act_22_98,12.976401329040527,19.05345916748047,1,0,0,0,0,0,0,0,1,0,classroom,baseline
159,act_31_92,12.2862548828125,17.06878662109375,1,0,1,0,0,0,0,0,0,0,classroom,baseline
160,act_27_65,10.26308822631836,13.412776947021484,2,0,1,1,0,0,0,0,0,0,classroom,baseline
161,act_20_47,10.424626350402832,16.240236282348633,1,0,1,0,0,0,0,0,0,0,classroom,baseline
162,act_28_40,10.170703887939453,13.893686294555664,3,0,0,0,1,1,1,0,0,0,classroom,baseline
163,act_29_49,6.345980167388916,9.731307983398438,2,0,0,0,1,1,0,0,0,0,classroom,baseline
164,act_26_76,10.93924617767334,18.971372604370117,2,0,0,0,1,1,0,0,0,0,classroom,baseline
165,act_22_12,10.222569465637207,14.380102157592773,1,0,0,0,0,0,1,0,0,0,classroom,baseline
166,act_26_57,8.830601692199707,12.247684478759766,1,0,0,0,1,0,0,0,0,0,classroom,baseline
167,act_20_26,13.306891441345215,18.000167846679688,1,0,0,0,0,0,0,0,0,1,classroom,baseline
168,act_34_40,13.671374320983887,18.788799285888672,5,0,0,0,1,1,1,1,1,0,classroom,baseline
169,act_22_86,8.054545402526855,12.293460845947266,1,0,0,0,0,1,0,0,0,0,classroom,baseline
170,act_25_58,9.434028625488281,14.254831314086914,1,0,0,0,1,0,0,0,0,0,classroom,baseline
171,act_36_72,17.506025314331055,23.642065048217773,2,1,0,0,0,0,0,0,0,1,classroom,baseline
172,act_36_31,14.49882984161377,26.743240356445312,5,0,0,0,1,1,1,1,1,0,classroom,baseline
173,act_35_43,15.734703063964844,22.71294403076172,5,1,1,0,0,0,0,1,1,1,classroom,baseline
174,act_22_29,6.692846298217773,9.905096054077148,1,0,0,0,0,1,0,0,0,0,classroom,baseline
175,act_25_23,14.442578315734863,23.03394317626953,2,0,0,0,0,1,1,0,0,0,classroom,baseline
176,act_25_80,15.8075532913208,20.65479278564453,1,0,0,0,0,0,0,0,1,0,classroom,baseline
177,act_30_10,12.784077644348145,17.975021362304688,3,1,1,0,0,1,0,0,0,0,classroom,baseline
178,act_24_35,7.861297607421875,10.753155708312988,1,0,0,0,0,0,0,0,1,0,classroom,baseline
179,act_202_64,5.546764373779297,8.826279640197754,0,0,0,0,0,0,0,0,0,0,classroom,baseline
180,act_202_26,6.056138515472412,9.378889083862305,0,0,0,0,0,0,0,0,0,0,classroom,baseline
181,act_21_64,11.320961952209473,17.151151657104492,1,1,0,0,0,0,0,0,0,0,classroom,baseline
182,act_20_51,11.005377769470215,15.699913024902344,1,0,0,0,0,0,1,0,0,0,classroom,baseline
183,act_29_84,11.68277645111084,16.63789939880371,1,0,0,1,0,0,0,0,0,0,classroom,baseline
184,act_32_98,15.305549621582031,21.491453170776367,1,0,0,0,0,0,0,0,1,0,classroom,baseline
185,act_34_13,15.775723457336426,27.19908905029297,5,0,0,0,1,1,1,1,1,0,classroom,baseline
186,act_25_64,7.3974432945251465,10.381525039672852,1,1,0,0,0,0,0,0,0,0,classroom,baseline
187,act_31_81,18.164100646972656,25.96274185180664,2,1,0,0,0,0,0,0,0,1,classroom,baseline
188,act_24_73,8.022259712219238,14.211223602294922,1,1,0,0,0,0,0,0,0,0,classroom,baseline
189,act_22_25,6.615157604217529,10.458112716674805,1,1,0,0,0,0,0,0,0,0,classroom,baseline
190,act_30_24,15.890637397766113,27.393821716308594,3,1,0,0,0,0,1,1,0,0,classroom,baseline
191,act_34_9,9.031550407409668,13.866626739501953,5,1,1,1,1,0,0,0,0,1,classroom,baseline
192,act_23_11,12.503680229187012,16.308162689208984,1,0,0,0,0,0,1,0,0,0,classroom,baseline
193,act_24_67,10.239749908447266,15.053707122802734,1,0,0,0,1,0,0,0,0,0,classroom,baseline
194,act_27_9,12.552604675292969,17.897035598754883,2,0,0,0,1,0,0,0,0,1,classroom,baseline
195,act_34_68,14.158068656921387,19.41301727294922,2,0,0,0,0,1,1,0,0,0,classroom,baseline
196,act_27_96,12.345503807067871,17.830772399902344,1,0,0,0,0,0,1,0,0,0,classroom,baseline
197,act_19_38,11.647896766662598,18.22579574584961,1,0,1,0,0,0,0,0,0,0,classroom,baseline
198,act_24_21,10.501461029052734,15.36124324798584,1,0,0,1,0,0,0,0,0,0,classroom,baseline
199,act_33_65,14.231793403625488,18.52561378479004,2,0,1,1,0,0,0,0,0,0,classroom,baseline
0,act_28_18,13.06737232208252,18.821577072143555,3,1,1,0,0,0,0,0,0,1,classroom,lejepa
1,act_27_38,8.412506103515625,12.394453048706055,2,0,1,0,0,0,1,0,0,0,classroom,lejepa
2,act_35_36,9.227653503417969,14.636157989501953,5,1,1,1,1,0,0,0,0,1,classroom,lejepa
3,act_22_33,14.49916934967041,19.55460548400879,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
4,act_21_79,17.197187423706055,27.40469741821289,1,0,0,0,0,0,0,1,0,0,classroom,lejepa
5,act_23_33,7.11500358581543,8.908592224121094,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
6,act_26_82,4.869206428527832,6.309010028839111,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
7,act_22_27,13.495871543884277,25.18368911743164,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
8,act_34_58,16.35584259033203,19.44085693359375,3,0,0,0,1,1,1,0,0,0,classroom,lejepa
9,act_19_29,10.484440803527832,12.92005729675293,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
10,act_31_41,20.278038024902344,36.1572151184082,4,0,0,0,0,1,1,1,1,0,classroom,lejepa
11,act_23_67,8.807124137878418,13.746127128601074,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
12,act_28_20,15.485886573791504,21.54973793029785,3,0,1,1,1,0,0,0,0,0,classroom,lejepa
13,act_33_95,13.284577369689941,22.53518295288086,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
14,act_26_71,14.186508178710938,17.969804763793945,2,0,0,0,0,0,0,0,1,1,classroom,lejepa
15,act_34_23,15.855071067810059,23.685821533203125,5,0,0,0,0,1,1,1,1,1,classroom,lejepa
16,act_26_95,5.377246856689453,7.898904800415039,1,0,0,0,0,1,0,0,0,0,classroom,lejepa
17,act_29_36,9.824080467224121,13.310381889343262,3,1,0,1,0,0,0,0,0,1,classroom,lejepa
18,act_31_40,12.519157409667969,17.7060546875,4,0,0,0,1,1,1,1,0,0,classroom,lejepa
19,act_32_27,11.456465721130371,17.694194793701172,4,1,0,1,1,0,0,0,0,1,classroom,lejepa
20,act_29_5,11.697375297546387,17.77116584777832,3,0,0,0,0,1,1,0,1,0,classroom,lejepa
21,act_29_30,11.69326114654541,15.780340194702148,3,0,0,1,1,0,1,0,0,0,classroom,lejepa
22,act_20_99,11.364802360534668,17.666545867919922,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
23,act_31_39,16.945669174194336,28.01445770263672,4,0,0,1,1,1,1,0,0,0,classroom,lejepa
24,act_34_54,10.939078330993652,11.651403427124023,3,1,1,0,0,0,0,0,0,1,classroom,lejepa
25,act_32_25,15.524813652038574,26.587352752685547,4,1,1,0,0,0,0,1,1,0,classroom,lejepa
26,act_30_62,15.264512062072754,23.444480895996094,2,1,0,0,0,0,0,0,1,0,classroom,lejepa
27,act_24_60,9.596094131469727,12.979385375976562,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
28,act_20_55,3.8677313327789307,5.421603202819824,1,1,0,0,0,0,0,0,0,0,classroom,lejepa
29,act_32_11,9.836909294128418,15.161354064941406,4,0,1,1,0,1,1,0,0,0,classroom,lejepa
30,act_23_27,9.430724143981934,14.677934646606445,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
31,act_21_88,12.280479431152344,18.81124496459961,1,0,0,0,0,0,0,1,0,0,classroom,lejepa
32,act_25_2,12.867740631103516,17.46833610534668,2,0,1,1,0,0,0,0,0,0,classroom,lejepa
33,act_35_38,10.729069709777832,13.465347290039062,5,0,1,1,1,1,1,0,0,0,classroom,lejepa
34,act_32_20,8.957270622253418,11.870448112487793,4,0,1,1,0,1,1,0,0,0,classroom,lejepa
35,act_34_22,11.727531433105469,15.653383255004883,5,0,0,0,1,1,1,1,1,0,classroom,lejepa
36,act_31_85,8.538593292236328,10.617255210876465,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
37,act_33_47,16.453676223754883,22.34624481201172,3,0,1,1,1,0,0,0,0,0,classroom,lejepa
38,act_36_1,10.113423347473145,14.174910545349121,5,1,1,1,1,1,0,0,0,0,classroom,lejepa
39,act_21_83,12.636263847351074,19.44131088256836,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
40,act_24_62,6.998637676239014,9.501460075378418,1,0,0,0,0,0,0,0,1,0,classroom,lejepa
41,act_20_30,12.840435981750488,19.73406982421875,1,0,0,0,1,0,0,0,0,0,classroom,lejepa
42,act_32_39,9.395071983337402,14.346480369567871,4,0,0,1,1,0,1,1,0,0,classroom,lejepa
43,act_202_45,3.347017288208008,4.311532020568848,0,0,0,0,0,0,0,0,0,0,classroom,lejepa
44,act_27_47,10.793936729431152,13.222694396972656,2,0,1,0,1,0,0,0,0,0,classroom,lejepa
45,act_34_87,13.442715644836426,17.212024688720703,2,0,0,0,0,0,1,1,0,0,classroom,lejepa
46,act_31_24,13.530924797058105,20.225370407104492,4,0,0,0,0,0,1,1,1,1,classroom,lejepa
47,act_35_77,10.276495933532715,15.21178913116455,2,0,0,0,0,1,1,0,0,0,classroom,lejepa
48,act_22_59,14.103614807128906,22.90249252319336,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
49,act_30_57,14.101806640625,24.907249450683594,2,0,0,1,0,1,0,0,0,0,classroom,lejepa
50,act_31_97,17.747682571411133,33.133827209472656,1,0,0,0,0,0,0,1,0,0,classroom,lejepa
51,act_19_87,12.542755126953125,16.386123657226562,1,0,0,0,0,0,1,0,0,0,classroom,lejepa
52,act_24_27,9.5359525680542,12.697508811950684,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
53,act_34_70,15.05612564086914,24.48861312866211,2,0,0,0,0,0,0,1,1,0,classroom,lejepa
54,act_202_66,4.788184642791748,6.641228675842285,0,0,0,0,0,0,0,0,0,0,classroom,lejepa
55,act_25_18,14.032671928405762,19.65911102294922,2,1,0,0,0,0,0,0,0,1,classroom,lejepa
56,act_24_90,8.603228569030762,11.322611808776855,1,0,0,0,0,0,0,0,0,1,classroom,lejepa
57,act_23_83,7.703422546386719,11.557790756225586,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
58,act_26_18,9.5845947265625,12.152761459350586,2,0,1,1,0,0,0,0,0,0,classroom,lejepa
59,act_30_15,14.114143371582031,18.97857666015625,3,1,0,0,0,0,1,1,0,0,classroom,lejepa
60,act_25_32,13.801241874694824,25.00493049621582,2,0,0,0,0,1,1,0,0,0,classroom,lejepa
61,act_21_66,11.37010669708252,19.745014190673828,1,0,0,1,0,0,0,0,0,0,classroom,lejepa
62,act_20_74,11.594749450683594,16.639007568359375,1,0,1,0,0,0,0,0,0,0,classroom,lejepa
63,act_33_38,13.059829711914062,19.68332290649414,4,0,1,1,1,0,1,0,0,0,classroom,lejepa
64,act_35_46,13.000956535339355,19.62895965576172,3,1,1,1,0,0,0,0,0,0,classroom,lejepa
