sample_index,file_id,velocity_l2,acceleration_l2,activity_count,nothing,walk,rotation,jump,wave,lie_down,pick_up,sit_down,stand_up,environment,model
19,act_68_27,15.31400203704834,22.57162094116211,4,1,0,1,1,0,0,0,0,1,meeting_room,baseline
20,act_65_5,12.454392433166504,14.58536148071289,3,0,0,0,0,1,1,0,1,0,meeting_room,baseline
21,act_65_30,14.985443115234375,23.092853546142578,3,0,0,1,1,0,1,0,0,0,meeting_room,baseline
22,act_56_99,9.941807746887207,13.627069473266602,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
23,act_67_39,7.902082920074463,11.18930721282959,4,0,0,1,1,1,1,0,0,0,meeting_room,baseline
24,act_70_54,12.956744194030762,19.522323608398438,3,1,1,0,0,0,0,0,0,1,meeting_room,baseline
25,act_68_25,10.806103706359863,13.902637481689453,4,1,1,0,0,0,0,1,1,0,meeting_room,baseline
26,act_66_62,18.006261825561523,24.906570434570312,2,1,0,0,0,0,0,0,1,0,meeting_room,baseline
27,act_60_60,10.958910942077637,14.630544662475586,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
28,act_56_55,6.0521559715271,8.031206130981445,1,1,0,0,0,0,0,0,0,0,meeting_room,baseline
29,act_68_11,11.119542121887207,17.141159057617188,4,0,1,1,0,1,1,0,0,0,meeting_room,baseline
30,act_59_27,8.997483253479004,14.364484786987305,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
31,act_57_88,11.06604290008545,17.02183723449707,1,0,0,0,0,0,0,1,0,0,meeting_room,baseline
32,act_61_2,10.00169563293457,17.150150299072266,2,0,1,1,0,0,0,0,0,0,meeting_room,baseline
33,act_71_38,12.094962120056152,13.32319450378418,5,0,1,1,1,1,1,0,0,0,meeting_room,baseline
34,act_68_20,10.9924955368042,16.58734130859375,4,0,1,1,0,1,1,0,0,0,meeting_room,baseline
35,act_70_22,13.562115669250488,16.77057647705078,5,0,0,0,1,1,1,1,1,0,meeting_room,baseline
36,act_67_85,11.296295166015625,18.74343490600586,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
37,act_69_47,10.923014640808105,14.258930206298828,3,0,1,1,1,0,0,0,0,0,meeting_room,baseline
38,act_72_1,11.16834545135498,17.91301727294922,5,1,1,1,1,1,0,0,0,0,meeting_room,baseline
39,act_57_83,7.896266937255859,11.62401008605957,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
40,act_60_62,13.3339204788208,22.167266845703125,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
41,act_56_30,8.313611030578613,12.164287567138672,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
42,act_68_39,10.864874839782715,16.016830444335938,4,0,0,1,1,0,1,1,0,0,meeting_room,baseline
43,act_204_45,5.640924453735352,8.823688507080078,0,0,0,0,0,0,0,0,0,0,meeting_room,baseline
44,act_63_47,7.914974212646484,11.550021171569824,2,0,1,0,1,0,0,0,0,0,meeting_room,baseline
45,act_70_87,13.786351203918457,19.655902862548828,2,0,0,0,0,0,1,1,0,0,meeting_room,baseline
46,act_67_24,13.007370948791504,18.736366271972656,4,0,0,0,0,0,1,1,1,1,meeting_room,baseline
47,act_71_77,11.502933502197266,16.614065170288086,2,0,0,0,0,1,1,0,0,0,meeting_room,baseline
48,act_58_59,12.609954833984375,17.13031768798828,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
49,act_66_57,16.01311492919922,29.565574645996094,2,0,0,1,0,1,0,0,0,0,meeting_room,baseline
50,act_67_97,15.662055969238281,27.280704498291016,1,0,0,0,0,0,0,1,0,0,meeting_room,baseline
51,act_55_87,14.118008613586426,18.612720489501953,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
52,act_60_27,13.934730529785156,23.506717681884766,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
53,act_70_70,14.947819709777832,18.929662704467773,2,0,0,0,0,0,0,1,1,0,meeting_room,baseline
54,act_204_66,5.760646820068359,8.680597305297852,0,0,0,0,0,0,0,0,0,0,meeting_room,baseline
55,act_61_18,17.73484992980957,24.403812408447266,2,1,0,0,0,0,0,0,0,1,meeting_room,baseline
56,act_60_90,16.227005004882812,22.13225555419922,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
57,act_59_83,8.783873558044434,12.913033485412598,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
58,act_62_18,7.787664413452148,10.248350143432617,2,0,1,1,0,0,0,0,0,0,meeting_room,baseline
59,act_66_15,14.36898422241211,19.07364273071289,3,1,0,0,0,0,1,1,0,0,meeting_room,baseline
60,act_61_32,10.674300193786621,14.226371765136719,2,0,0,0,0,1,1,0,0,0,meeting_room,baseline
61,act_57_66,8.922850608825684,13.472509384155273,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
62,act_56_74,6.455364227294922,8.817952156066895,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
63,act_69_38,11.847769737243652,15.230208396911621,4,0,1,1,1,0,1,0,0,0,meeting_room,baseline
64,act_71_46,10.531600952148438,14.928706169128418,3,1,1,1,0,0,0,0,0,0,meeting_room,baseline
65,act_56_31,8.101897239685059,11.157312393188477,1,0,0,0,0,1,0,0,0,0,meeting_room,baseline
66,act_58_36,8.6836576461792,12.446155548095703,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
67,act_64_44,15.748345375061035,22.058643341064453,3,1,0,0,0,0,0,0,1,1,meeting_room,baseline
68,act_63_67,11.027412414550781,15.820358276367188,2,0,0,0,1,1,0,0,0,0,meeting_room,baseline
69,act_63_1,6.2633843421936035,9.259183883666992,2,1,0,0,0,1,0,0,0,0,meeting_room,baseline
70,act_69_2,13.956536293029785,18.862125396728516,4,0,1,1,1,0,1,0,0,0,meeting_room,baseline
71,act_58_53,14.251996040344238,23.7991943359375,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
72,act_56_93,8.869101524353027,14.466059684753418,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
73,act_55_22,7.978580474853516,9.946197509765625,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
74,act_72_36,12.398696899414062,20.45979118347168,5,1,1,1,1,0,0,0,0,1,meeting_room,baseline
75,act_57_99,16.583160400390625,21.308597564697266,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
76,act_63_21,16.418378829956055,28.101390838623047,2,0,0,1,0,0,0,1,0,0,meeting_room,baseline
77,act_61_89,15.378410339355469,22.194957733154297,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
78,act_61_77,13.094752311706543,17.367454528808594,1,0,0,0,0,1,0,0,0,0,meeting_room,baseline
79,act_68_93,15.029136657714844,24.24658966064453,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
80,act_72_52,15.323356628417969,20.189321517944336,3,0,0,0,0,0,0,1,1,1,meeting_room,baseline
81,act_57_85,13.17999267578125,24.829029083251953,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
82,act_69_57,13.125508308410645,19.33523941040039,3,0,0,1,1,1,0,0,0,0,meeting_room,baseline
83,act_69_34,12.859840393066406,17.738418579101562,4,0,1,0,0,0,0,1,1,1,meeting_room,baseline
84,act_67_54,15.533860206604004,23.270618438720703,2,1,0,0,0,0,0,0,0,1,meeting_room,baseline
85,act_62_19,9.503247261047363,13.746353149414062,2,0,0,1,1,0,0,0,0,0,meeting_room,baseline
86,act_63_19,12.08279800415039,17.161020278930664,2,1,0,0,0,1,0,0,0,0,meeting_room,baseline
87,act_65_89,11.42082691192627,15.912849426269531,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
88,act_67_18,13.18063735961914,16.985767364501953,4,1,1,1,0,0,0,0,0,1,meeting_room,baseline
89,act_67_12,8.686034202575684,9.654342651367188,4,0,0,1,1,1,1,0,0,0,meeting_room,baseline
90,act_61_54,16.79343605041504,25.289958953857422,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
91,act_58_51,9.594436645507812,15.792139053344727,1,0,0,0,0,0,0,1,0,0,meeting_room,baseline
92,act_67_47,10.533768653869629,15.073930740356445,2,0,1,1,0,0,0,0,0,0,meeting_room,baseline
93,act_65_79,14.873459815979004,20.56896209716797,2,0,0,0,0,0,0,1,1,0,meeting_room,baseline
94,act_64_12,10.638888359069824,14.322588920593262,3,0,0,1,1,1,0,0,0,0,meeting_room,baseline
95,act_56_83,6.693105220794678,9.052521705627441,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
96,act_57_24,12.957733154296875,19.718032836914062,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
97,act_55_62,15.037354469299316,21.50347137451172,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
98,act_60_46,9.438347816467285,14.793414115905762,1,1,0,0,0,0,0,0,0,0,meeting_room,baseline
99,act_55_45,15.919024467468262,22.526443481445312,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
100,act_63_85,13.40788745880127,23.99340057373047,2,0,0,0,1,1,0,0,0,0,meeting_room,baseline
101,act_71_5,11.62833023071289,16.4971981048584,5,0,0,0,0,1,1,1,1,1,meeting_room,baseline
102,act_58_63,5.94562292098999,8.53320026397705,1,1,0,0,0,0,0,0,0,0,meeting_room,baseline
103,act_204_83,5.198660850524902,8.418134689331055,0,0,0,0,0,0,0,0,0,0,meeting_room,baseline
104,act_57_8,6.743519306182861,11.102628707885742,1,1,0,0,0,0,0,0,0,0,meeting_room,baseline
105,act_67_98,17.01293182373047,24.008941650390625,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
106,act_65_80,16.601417541503906,27.01361083984375,2,0,0,0,0,0,0,0,1,1,meeting_room,baseline
107,act_65_46,11.219075202941895,15.775662422180176,2,1,1,0,0,0,0,0,0,0,meeting_room,baseline
108,act_68_19,10.441964149475098,13.657930374145508,4,1,1,0,1,1,0,0,0,0,meeting_room,baseline
109,act_58_52,11.16608715057373,16.679513931274414,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
110,act_62_45,11.393599510192871,15.790241241455078,2,0,1,1,0,0,0,0,0,0,meeting_room,baseline
111,act_204_18,4.768200874328613,6.96920108795166,0,0,0,0,0,0,0,0,0,0,meeting_room,baseline
112,act_63_95,12.038226127624512,19.18674087524414,1,0,0,0,0,1,0,0,0,0,meeting_room,baseline
113,act_66_8,18.124723434448242,27.695804595947266,3,0,0,1,0,0,0,0,1,1,meeting_room,baseline
114,act_69_54,11.944366455078125,15.492353439331055,3,1,1,0,0,0,0,0,0,1,meeting_room,baseline
115,act_63_11,10.07065200805664,13.814371109008789,2,0,1,0,0,0,1,0,0,0,meeting_room,baseline
116,act_72_10,12.149612426757812,17.92804527282715,5,1,1,1,1,1,0,0,0,0,meeting_room,baseline
117,act_61_10,13.526301383972168,18.963802337646484,2,1,1,0,0,0,0,0,0,0,meeting_room,baseline
118,act_65_48,12.753474235534668,20.949951171875,2,0,0,1,1,0,0,0,0,0,meeting_room,baseline
119,act_62_50,11.301608085632324,15.298771858215332,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
120,act_58_6,13.39776611328125,18.203062057495117,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
121,act_67_34,16.98976707458496,23.628469467163086,4,1,0,0,0,0,0,1,1,1,meeting_room,baseline
122,act_57_13,12.289273262023926,17.038799285888672,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
123,act_69_52,16.01719093322754,25.963926315307617,3,0,0,0,0,0,0,1,1,1,meeting_room,baseline
124,act_65_98,18.15583038330078,23.962841033935547,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
125,act_58_21,16.20192527770996,28.51844024658203,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
126,act_62_2,14.12976360321045,18.539997100830078,2,0,0,0,1,1,0,0,0,0,meeting_room,baseline
127,act_65_4,6.390649318695068,10.374588012695312,3,0,0,0,1,1,0,1,0,0,meeting_room,baseline
128,act_70_4,14.555252075195312,20.289257049560547,5,0,0,0,1,1,1,1,1,0,meeting_room,baseline
129,act_62_93,11.181857109069824,20.009342193603516,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
130,act_65_47,9.313220024108887,13.135750770568848,2,0,1,1,0,0,0,0,0,0,meeting_room,baseline
131,act_64_35,15.681792259216309,19.6943359375,3,1,0,0,0,0,0,0,1,1,meeting_room,baseline
132,act_59_58,12.31707763671875,21.269359588623047,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
133,act_56_56,8.302029609680176,11.477958679199219,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
134,act_57_49,10.777621269226074,17.668262481689453,1,0,0,0,0,1,0,0,0,0,meeting_room,baseline
135,act_58_50,14.181472778320312,23.436691284179688,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
136,act_57_87,10.107298851013184,12.350615501403809,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
137,act_57_78,13.301453590393066,20.994548797607422,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
138,act_70_45,8.602677345275879,12.760602951049805,5,1,1,1,1,0,0,0,0,1,meeting_room,baseline
139,act_60_66,13.741772651672363,24.5040340423584,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
140,act_66_92,10.770190238952637,14.724586486816406,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
141,act_70_10,9.348114967346191,13.505632400512695,5,1,1,1,1,1,0,0,0,0,meeting_room,baseline
142,act_68_14,15.812113761901855,21.246074676513672,4,0,0,0,0,1,1,0,1,1,meeting_room,baseline
143,act_65_43,15.241192817687988,26.048107147216797,3,1,0,0,0,0,0,1,1,0,meeting_room,baseline
144,act_71_21,15.410893440246582,21.849559783935547,5,0,0,1,1,1,1,1,0,0,meeting_room,baseline
145,act_66_5,11.895176887512207,16.551250457763672,3,0,0,0,0,1,1,0,0,1,meeting_room,baseline
146,act_55_99,17.061716079711914,30.757476806640625,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
147,act_72_46,18.53656005859375,31.641136169433594,3,1,1,1,0,0,0,0,0,0,meeting_room,baseline
148,act_70_97,17.48591423034668,27.047758102416992,1,0,0,0,0,0,0,1,0,0,meeting_room,baseline
149,act_66_69,14.267558097839355,21.677684783935547,2,0,0,0,0,0,1,1,0,0,meeting_room,baseline
150,act_66_36,12.483294486999512,20.122024536132812,3,1,0,0,1,0,0,0,0,1,meeting_room,baseline
151,act_71_32,11.491470336914062,18.921472549438477,5,0,0,0,0,1,1,1,1,1,meeting_room,baseline
152,act_68_44,12.057151794433594,17.285400390625,4,0,1,1,0,0,0,0,1,1,meeting_room,baseline
153,act_60_59,6.9626641273498535,11.716070175170898,1,0,0,0,0,1,0,0,0,0,meeting_room,baseline
154,act_64_94,10.242244720458984,13.966924667358398,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
155,act_67_44,11.680068969726562,17.524433135986328,4,1,1,0,0,0,0,0,1,1,meeting_room,baseline
156,act_55_98,13.956751823425293,19.083099365234375,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
157,act_70_92,12.138763427734375,18.15813636779785,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
158,act_58_98,11.617527961730957,15.630206108093262,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
159,act_67_92,8.611030578613281,12.005633354187012,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
160,act_63_65,14.119011878967285,19.07329559326172,2,0,1,1,0,0,0,0,0,0,meeting_room,baseline
161,act_56_47,7.833018779754639,9.345640182495117,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
162,act_64_40,10.536678314208984,19.103805541992188,3,0,0,0,1,1,1,0,0,0,meeting_room,baseline
163,act_65_49,10.49429702758789,17.82790756225586,2,0,0,0,1,1,0,0,0,0,meeting_room,baseline
164,act_62_76,7.6241936683654785,10.654139518737793,2,0,0,0,1,1,0,0,0,0,meeting_room,baseline
165,act_58_12,10.44471263885498,15.312660217285156,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
166,act_62_57,5.651097774505615,9.733829498291016,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
167,act_56_26,12.909661293029785,17.46410369873047,1,0,0,0,0,0,0,0,0,1,meeting_room,baseline
168,act_70_40,12.454258918762207,21.903873443603516,5,0,0,0,1,1,1,1,1,0,meeting_room,baseline
169,act_58_86,7.829126834869385,9.836706161499023,1,0,0,0,0,1,0,0,0,0,meeting_room,baseline
170,act_61_58,14.04843521118164,25.847904205322266,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
171,act_72_72,19.4273738861084,28.160030364990234,2,1,0,0,0,0,0,0,0,1,meeting_room,baseline
172,act_72_31,14.4354248046875,23.659549713134766,5,0,0,0,1,1,1,1,1,0,meeting_room,baseline
173,act_71_43,12.161158561706543,16.14339256286621,5,1,1,0,0,0,0,1,1,1,meeting_room,baseline
174,act_58_29,7.043113708496094,12.66589069366455,1,0,0,0,0,1,0,0,0,0,meeting_room,baseline
175,act_61_23,11.568962097167969,15.003963470458984,2,0,0,0,0,1,1,0,0,0,meeting_room,baseline
176,act_61_80,15.525263786315918,22.02273178100586,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
177,act_66_10,13.192062377929688,17.936208724975586,3,1,1,0,0,1,0,0,0,0,meeting_room,baseline
178,act_60_35,14.849167823791504,23.823925018310547,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
179,act_204_64,5.466302394866943,8.806556701660156,0,0,0,0,0,0,0,0,0,0,meeting_room,baseline
180,act_204_26,5.341011047363281,8.830751419067383,0,0,0,0,0,0,0,0,0,0,meeting_room,baseline
181,act_57_64,5.597509860992432,9.112839698791504,1,1,0,0,0,0,0,0,0,0,meeting_room,baseline
182,act_56_51,11.329593658447266,17.82776641845703,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
183,act_65_84,12.231049537658691,19.19677734375,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
184,act_68_98,12.828614234924316,15.522180557250977,1,0,0,0,0,0,0,0,1,0,meeting_room,baseline
185,act_70_13,13.185040473937988,19.10553741455078,5,0,0,0,1,1,1,1,1,0,meeting_room,baseline
186,act_61_64,10.565991401672363,18.360729217529297,1,1,0,0,0,0,0,0,0,0,meeting_room,baseline
187,act_67_81,15.227416038513184,20.535465240478516,2,1,0,0,0,0,0,0,0,1,meeting_room,baseline
188,act_60_73,5.4075703620910645,7.428184509277344,1,1,0,0,0,0,0,0,0,0,meeting_room,baseline
189,act_58_25,4.661169528961182,7.426444053649902,1,1,0,0,0,0,0,0,0,0,meeting_room,baseline
190,act_66_24,13.26612377166748,21.438072204589844,3,1,0,0,0,0,1,1,0,0,meeting_room,baseline
191,act_70_9,13.267041206359863,17.09136390686035,5,1,1,1,1,0,0,0,0,1,meeting_room,baseline
192,act_59_11,13.908306121826172,20.440780639648438,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
193,act_60_67,12.033156394958496,18.152217864990234,1,0,0,0,1,0,0,0,0,0,meeting_room,baseline
194,act_63_9,16.453277587890625,22.57447052001953,2,0,0,0,1,0,0,0,0,1,meeting_room,baseline
195,act_70_68,14.882105827331543,19.034299850463867,2,0,0,0,0,1,1,0,0,0,meeting_room,baseline
196,act_63_96,9.49144458770752,13.626044273376465,1,0,0,0,0,0,1,0,0,0,meeting_room,baseline
197,act_55_38,7.585729122161865,10.03312873840332,1,0,1,0,0,0,0,0,0,0,meeting_room,baseline
198,act_60_21,14.024348258972168,24.42253303527832,1,0,0,1,0,0,0,0,0,0,meeting_room,baseline
199,act_69_65,8.235405921936035,11.970154762268066,2,0,1,1,0,0,0,0,0,0,meeting_room,baseline
0,act_64_18,9.72739315032959,15.35993766784668,3,1,1,0,0,0,0,0,0,1,meeting_room,lejepa
1,act_63_38,9.899662017822266,13.503189086914062,2,0,1,0,0,0,1,0,0,0,meeting_room,lejepa
2,act_71_36,14.554366111755371,17.45964241027832,5,1,1,1,1,0,0,0,0,1,meeting_room,lejepa
3,act_58_33,9.9857816696167,15.96989631652832,1,0,0,0,0,0,0,0,0,1,meeting_room,lejepa
4,act_57_79,15.00741958618164,19.87017822265625,1,0,0,0,0,0,0,1,0,0,meeting_room,lejepa
5,act_59_33,2.7909984588623047,4.336183071136475,1,1,0,0,0,0,0,0,0,0,meeting_room,lejepa
6,act_62_82,6.66378927230835,8.804922103881836,1,1,0,0,0,0,0,0,0,0,meeting_room,lejepa
7,act_58_27,8.501616477966309,11.81741714477539,1,0,0,1,0,0,0,0,0,0,meeting_room,lejepa
8,act_70_58,10.993863105773926,20.30620002746582,3,0,0,0,1,1,1,0,0,0,meeting_room,lejepa
9,act_55_29,8.029672622680664,11.308344841003418,1,0,1,0,0,0,0,0,0,0,meeting_room,lejepa
10,act_67_41,16.368581771850586,28.380855560302734,4,0,0,0,0,1,1,1,1,0,meeting_room,lejepa
11,act_59_67,6.32880163192749,7.06977653503418,1,0,0,0,0,1,0,0,0,0,meeting_room,lejepa
12,act_64_20,8.64252758026123,12.41810417175293,3,0,1,1,1,0,0,0,0,0,meeting_room,lejepa
13,act_69_95,10.906306266784668,17.23805046081543,1,0,0,0,0,1,0,0,0,0,meeting_room,lejepa
14,act_62_71,11.78020191192627,17.124420166015625,2,0,0,0,0,0,0,0,1,1,meeting_room,lejepa
15,act_70_23,11.516647338867188,17.424339294433594,5,0,0,0,0,1,1,1,1,1,meeting_room,lejepa
16,act_62_95,8.592937469482422,13.004537582397461,1,0,0,0,0,1,0,0,0,0,meeting_room,lejepa
17,act_65_36,8.191116333007812,13.81801986694336,3,1,0,1,0,0,0,0,0,1,meeting_room,lejepa
18,act_67_40,12.817031860351562,21.14712905883789,4,0,0,0,1,1,1,1,0,0,meeting_room,lejepa
19,act_68_27,13.813143730163574,21.450878143310547,4,1,0,1,1,0,0,0,0,1,meeting_room,lejepa
20,act_65_5,11.951165199279785,14.81008529663086,3,0,0,0,0,1,1,0,1,0,meeting_room,lejepa
21,act_65_30,12.62949275970459,18.407268524169922,3,0,0,1,1,0,1,0,0,0,meeting_room,lejepa
22,act_56_99,12.132962226867676,17.36400604248047,1,0,0,0,0,0,0,0,0,1,meeting_room,lejepa
23,act_67_39,11.624187469482422,15.385075569152832,4,0,0,1,1,1,1,0,0,0,meeting_room,lejepa
24,act_70_54,13.864401817321777,19.846242904663086,3,1,1,0,0,0,0,0,0,1,meeting_room,lejepa
25,act_68_25,12.332472801208496,17.337324142456055,4,1,1,0,0,0,0,1,1,0,meeting_room,lejepa
26,act_66_62,16.951093673706055,27.042078018188477,2,1,0,0,0,0,0,0,1,0,meeting_room,lejepa
27,act_60_60,12.416722297668457,18.61270523071289,1,0,0,0,0,0,1,0,0,0,meeting_room,lejepa
28,act_56_55,4.936641216278076,5.9625959396362305,1,1,0,0,0,0,0,0,0,0,meeting_room,lejepa
29,act_68_11,9.710707664489746,13.170631408691406,4,0,1,1,0,1,1,0,0,0,meeting_room,lejepa
30,act_59_27,9.330349922180176,15.337797164916992,1,0,0,0,1,0,0,0,0,0,meeting_room,lejepa
31,act_57_88,12.650684356689453,19.69559097290039,1,0,0,0,0,0,0,1,0,0,meeting_room,lejepa
32,act_61_2,9.126852989196777,15.116291046142578,2,0,1,1,0,0,0,0,0,0,meeting_room,lejepa
33,act_71_38,13.50293254852295,16.692092895507812,5,0,1,1,1,1,1,0,0,0,meeting_room,lejepa
34,act_68_20,10.883842468261719,14.96180248260498,4,0,1,1,0,1,1,0,0,0,meeting_room,lejepa
35,act_70_22,12.795299530029297,15.159832000732422,5,0,0,0,1,1,1,1,1,0,meeting_room,lejepa
36,act_67_85,9.616912841796875,17.739755630493164,1,0,0,0,1,0,0,0,0,0,meeting_room,lejepa
37,act_69_47,12.936522483825684,18.181018829345703,3,0,1,1,1,0,0,0,0,0,meeting_room,lejepa
38,act_72_1,13.585564613342285,20.91312599182129,5,1,1,1,1,1,0,0,0,0,meeting_room,lejepa
39,act_57_83,7.089900493621826,10.301092147827148,1,0,1,0,0,0,0,0,0,0,meeting_room,lejepa
40,act_60_62,13.825873374938965,22.753711700439453,1,0,0,0,0,0,0,0,1,0,meeting_room,lejepa
41,act_56_30,6.8821868896484375,11.183082580566406,1,0,0,0,1,0,0,0,0,0,meeting_room,lejepa
42,act_68_39,8.410698890686035,11.068510055541992,4,0,0,1,1,0,1,1,0,0,meeting_room,lejepa
43,act_204_45,3.3059475421905518,5.170660972595215,0,0,0,0,0,0,0,0,0,0,meeting_room,lejepa
44,act_63_47,7.820671081542969,8.598362922668457,2,0,1,0,1,0,0,0,0,0,meeting_room,lejepa
45,act_70_87,14.827098846435547,20.98828887939453,2,0,0,0,0,0,1,1,0,0,meeting_room,lejepa
46,act_67_24,12.899784088134766,18.480257034301758,4,0,0,0,0,0,1,1,1,1,meeting_room,lejepa
47,act_71_77,11.181092262268066,14.938623428344727,2,0,0,0,0,1,1,0,0,0,meeting_room,lejepa
48,act_58_59,10.541067123413086,14.29302978515625,1,0,0,0,0,0,1,0,0,0,meeting_room,lejepa
49,act_66_57,13.747895240783691,23.325695037841797,2,0,0,1,0,1,0,0,0,0,meeting_room,lejepa
50,act_67_97,13.901260375976562,23.11318016052246,1,0,0,0,0,0,0,1,0,0,meeting_room,lejepa
51,act_55_87,11.362449645996094,17.33322525024414,1,0,0,0,0,0,1,0,0,0,meeting_room,lejepa
52,act_60_27,12.775029182434082,20.632064819335938,1,0,0,0,0,0,0,0,0,1,meeting_room,lejepa
53,act_70_70,18.123952865600586,25.233646392822266,2,0,0,0,0,0,0,1,1,0,meeting_room,lejepa
54,act_204_66,3.4794528484344482,5.13226842880249,0,0,0,0,0,0,0,0,0,0,meeting_room,lejepa
